@relation noProbing_imputation

@attribute dataset_id numeric
@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
735,0.569894,2000682159778610,486192505414,63488183,0.001587,0.697632,5715,2,7997,313.749259,1328125.959839,2,13.897852,422019.426957,2,2804,77.069303,135460.433724,2,5.074305,67245.748377,2,189,0.903141,1.884554,2,-0.791664,2.479493,0.302368,2477,1,2,13,8192,0,0,12,1,0.076923,0,0,0.923077,0.076923,3.02857,14.719574,1.918088,35.757244,20.497553,180.269104,3.958631,179.729563,152.744884,72500.297546,8.569249,106188.172838,0,3298.061662,0,87.266802,88.676171,77.572301,91.356415,91.535642,91.169043,90.761711,91.331976,78.020367,89.507128,79.307536,89.670061,90.753564,83.608961,90.509165,69.775967,83.657841,89.572301,91.446029,90.248473,92.456212,88.537678
736,0.536364,478764,239382,6138,0.036036,0.522523,58,2,93,1.31654,184.801802,2,1.265266,91.152302,2,66,-0.080985,101.564565,2,0.181381,44.652747,2,39,-0.916416,42.099099,2,-0.492933,9.529969,0.477477,53,1,2,4,111,0,0,3,1,0.25,0,0,0.75,0.25,-0.916416,42.099099,-0.492933,9.529969,-0.643078,77.792793,-0.228191,33.275969,1.31654,184.801802,1.265266,91.152302,0,27,0,68,69.333333,67.333333,70.666667,67.333333,71.333333,70,68.666667,64.666667,66.666667,63.333333,72,66,67.333333,72,53.333333,72,72,68.666667,67.333333,64.666667,62.666667
737,0.887637,89489077315521,29819752521,9628593,0.002253,0.504023,1566,2,3107,8.425855,11.885161,2,0.587908,11475690.49229,2,3008.333333,1.95907,-15273134.720529,2,0.033471,1912616.011723,2,2832,0.280876,-91638847.147731,2,-1.020247,0.198056,0.495977,1541,1,2,7,3107,0,0,6,1,0.142857,0,0,0.857143,0.142857,0.579489,-22909712.219108,-0.800812,1.003738,0.750523,8.879527,0.400537,1.348166,2.757176,10.288724,0.566794,2868923.681592,0,114.772238,0,71.689989,72.744887,0,83.466093,85.209903,82.346609,78.751346,83.229279,50.376749,79.138859,55.715823,75.823466,79.827772,69.34338,80.365985,50.376749,71.948332,78.923574,84.82239,79.181916,83.552207,77.287406
738,0.5,264960,52992,8832,0.061538,0.620513,121,184,48,0.278042,60.435897,184,-0.026709,11.216692,19.727273,48,0.278042,60.435897,19.727273,-0.026709,11.216692,2,48,0.278042,60.435897,2,-0.026709,11.216692,0.379487,74,4,2,12,195,2,2,1,11,0.333333,0.010256,0.000855,0.083333,0.916667,0.278042,60.435897,-0.026709,11.216692,0.278042,60.435897,-0.026709,11.216692,0.278042,60.435897,-0.026709,11.216692,54.499708,0,54.499708,81.785714,82.857143,0,73.928571,80.357143,78.214286,82.857143,83.571429,62.5,70.357143,72.142857,82.5,81.428571,62.142857,82.857143,62.5,84.285714,84.285714,83.571429,62.5,81.071429,66.785714
739,0.491803,8152620,173460,3540,0.129032,0.532258,33,2,60,45.74102,283.134194,2,6.563608,930.278942,2,32.857143,11.000005,93.151205,2,2.374167,285.567244,2,5,-1.329125,2.419355,2,0.229519,1.441252,0.467742,29,1,2,8,62,7,8,7,1,0.125,0.112903,0.016129,0.875,0.125,-1.224857,2.612903,0.377656,1.476414,2.852448,19.877586,1.683501,18.206255,26.270581,198.789984,5.071589,899.158011,0,26.485396,0,69.333333,68,0,65.333333,65.333333,66.666667,64,65.333333,46.666667,70.666667,56,68,68,62.666667,64,53.333333,70.666667,66.666667,64,60,60,50.666667
740,0.508509,1000000000000,1000000000,1000000,0.011,0.56,560,2,1000,1.925857,0,2,1.416881,1,2,999.9,-0.70277,0,2,0.228998,1,2,999,-1.25689,0,2,-0.041553,1,0.44,440,1,2,11,1000,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.197729,0,-0.006833,1,-1.1785,0,0.021923,1,-0.512467,0,0.246256,1,0,0.316228,0,80.671141,67.04698,0,67.785235,92.080537,66.979866,67.114094,67.315436,65.838926,72.416107,75.369128,84.563758,85.369128,73.959732,83.422819,56.040268,68.255034,87.04698,90.671141,85.637584,90.201342,82.95302
741,0.98436,0,616,308,0.00293,0.50293,515,4,77,-0.123562,134.129883,4,0.725942,15.13884,3,77,-0.123562,134.129883,3,0.725942,15.13884,2,77,-0.123562,134.129883,2,0.725942,15.13884,0.49707,509,1,2,3,1024,0,0,1,2,0.333333,0,0,0.333333,0.666667,-0.123562,134.129883,0.725942,15.13884,-0.123562,134.129883,0.725942,15.13884,-0.123562,134.129883,0.725942,15.13884,1.414214,0,1.414214,70.065789,69.342105,0,69.539474,72.960526,68.684211,68.552632,69.736842,50.328947,69.210526,73.421053,72.302632,71.973684,70.789474,72.171053,50.328947,71.184211,73.355263,73.486842,72.236842,69.736842,69.342105
742,0.507014,62500000000,125000000,250000,0.202,0.566,283,2,500,1.685141,0,2,1.272782,1,2,499.92,-1.126592,0,2,0.035363,1,2,499,-1.333001,-0,2,-0.144236,1,0.434,217,1,2,101,500,0,0,100,1,0.009901,0,0,0.990099,0.009901,-1.233324,-0,-0.033564,1,-1.189154,0,0.010672,1,-1.159525,0,0.062995,1,0,0.27266,0,84.489796,65.170068,0,62.585034,59.591837,61.360544,62.312925,66.802721,59.455782,51.70068,52.380952,84.897959,84.897959,77.55102,78.367347,56.462585,76.054422,83.401361,83.401361,80.408163,80.816327,60
743,0.512513,1000000000000,1000000000,1000000,0.006,0.543,543,2,1000,-0.714025,0,2,0.052114,1,2,1000,-1.092704,0,2,0.001946,1,2,1000,-1.202317,0,2,-0.023447,1,0.457,457,1,2,6,1000,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.201146,0,-0.020138,1,-1.188325,0,-0.006917,1,-0.936452,0,0.028462,1,0,0,0,82.693603,64.175084,0,60.538721,84.107744,61.683502,61.144781,59.86532,61.414141,85.521886,88.754209,81.414141,86.801347,72.390572,84.377104,54.208754,70.37037,87.272727,87.744108,85.252525,90.909091,87.407407
744,0.578313,3906250000,15625000,62500,0.024,0.564,141,2,250,1.625732,0,2,1.307966,1,2,250,-0.230528,0,2,0.419812,1,2,250,-1.210252,0,2,0.007256,1,0.436,109,1,2,6,250,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.092682,0,0.01115,1,-0.885938,0,0.015651,1,0.959331,0,1.030556,1,0,0,0,81.666667,74.444444,0,68.055556,92.777778,68.888889,68.333333,66.666667,69.166667,85.277778,88.888889,82.5,84.444444,76.388889,83.333333,56.944444,78.055556,84.166667,87.222222,76.944444,90.277778,83.888889
745,0.873418,18643968,388416,7616,0.100629,0.660377,105,6,136,5.72579,5113.836478,6,2.710242,481.941321,4,42.928571,1.059972,598.332579,4,0.665428,77.317293,2,20,-0.823175,3.236352,2,-0.992743,0.267336,0.339623,54,1,2,16,159,0,0,14,2,0.0625,0,0,0.875,0.125,0.063137,22.431792,0.15438,2.188542,0.629977,80.722013,0.75785,6.278166,1.494902,133.952516,0.916708,31.951758,2.828427,28.650317,2.828427,97.333333,94.666667,0,94.666667,98.666667,97.777778,95.111111,97.777778,72.888889,92.444444,96.444444,95.555556,95.111111,92,96,66.666667,94.222222,96.444444,97.777778,93.777778,98.222222,96.888889
746,0.514056,3906250000,15625000,62500,0.104,0.572,143,2,250,-0.79503,0,2,0.198255,1,2,250,-1.197221,0,2,0.022862,1,2,250,-1.343702,0,2,-0.221787,1,0.428,107,1,2,26,250,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.259352,0,-0.039563,1,-1.230945,0,0.025855,1,-1.15979,0,0.095993,1,0,0,0,81.111111,64.166667,0,60.555556,55,57.777778,58.888889,59.166667,61.944444,51.111111,57.777778,81.666667,85.555556,69.722222,81.666667,56.944444,68.611111,84.444444,82.777778,86.111111,86.666667,71.666667
747,0.662651,500,125,25,0.02994,0.772455,129,5,?,?,?,5,?,?,4.2,?,?,?,4.2,?,?,2,?,?,?,2,?,?,0.227545,38,1,2,5,167,0,0,0,5,0.2,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,1.30384,?,1.30384,91.914894,91.914894,0,92.765957,92.765957,91.914894,91.489362,93.191489,88.93617,92.765957,92.765957,90.638298,91.914894,91.914894,92.340426,78.723404,91.914894,91.914894,93.191489,89.787234,91.489362,91.489362
748,0.993827,1651952,825976,17956,0.03681,0.711656,116,2,134,11.014722,227.380368,2,2.979202,208.602499,2,104.666667,3.695593,82.049931,2,1.172076,78.130447,2,46,-0.537133,4.867583,2,-0.527554,1.207605,0.288344,47,3,2,6,163,0,0,3,3,0.5,0,0,0.5,0.5,-0.537133,4.867583,-0.527554,1.207605,0.60919,13.90184,1.06458,24.581237,11.014722,227.380368,2.979202,208.602499,0,50.806824,0,66.521739,73.478261,0,74.347826,74.782609,71.73913,70,72.608696,73.043478,70.869565,73.478261,71.73913,73.043478,68.695652,73.478261,71.73913,67.826087,69.130435,71.304348,72.608696,73.913043,69.565217
749,0.503006,62500000000,125000000,250000,0.012,0.526,263,2,500,1.748098,0,2,1.366958,1,2,500,-0.255912,0,2,0.421304,1,2,500,-1.217562,0,2,-0.022743,1,0.474,237,1,2,6,500,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.20999,0,-0.014436,1,-0.66622,0,0.037653,1,0.90332,0,1.048869,1,0,0,0,82.857143,65.170068,0,65.714286,92.789116,66.530612,64.489796,65.306122,65.578231,87.210884,85.85034,82.721088,85.306122,74.14966,83.401361,52.380952,71.156463,84.217687,89.251701,84.761905,89.387755,83.673469
750,0.517034,4117280544,35190432,161424,0.016,0.508,254,2,456,4.622818,141.091,2,0.823899,85.510774,2,187.142857,0.498999,23.99629,2,-0.045623,14.797873,2,24,-1.167315,0.1548,2,-0.913561,0.886808,0.492,246,1,2,8,500,0,0,7,1,0.125,0,0,0.875,0.125,-1.002653,0.787,-0.307187,0.988631,0.27107,3.270929,-0.071157,1.860612,0.593784,12.446,0.461476,6.857487,0,163.283423,0,51.020408,54.829932,0,48.435374,54.693878,49.795918,51.156463,48.707483,50.47619,57.278912,58.367347,51.020408,56.462585,56.326531,53.469388,51.020408,51.020408,52.380952,53.741497,54.965986,59.319728,54.693878
751,0.508509,1000000000000,1000000000,1000000,0.011,0.56,560,2,1000,1.905302,0,2,1.413,1,2,999.8,-0.585946,0,2,0.306202,1,2,999,-1.252233,0,2,-0.04554,1,0.44,440,1,2,11,1000,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.246986,0,0.006364,1,-1.210656,0,0.033522,1,0.174027,0,0.76531,1,0,0.421637,0,81.677852,63.758389,0,63.221477,90,62.013423,62.818792,61.543624,61.744966,73.288591,73.422819,83.758389,84.161074,76.845638,82.214765,56.040268,70.805369,85.90604,87.38255,84.42953,89.798658,82.147651
752,0.497131,4503599627370496,549755813888,67108864,0.004028,0.503906,4128,2,8192,-1.156638,1.385738,2,0.025773,43.747302,2,8182.53125,-1.196849,0.660609,2,-0.002687,7.586924,2,8173,-1.226636,-0.53032,2,-0.03207,0.645188,0.496094,4064,1,2,33,8192,0,0,32,1,0.030303,0,0,0.969697,0.030303,-1.205847,0.001142,-0.010296,0.651066,-1.196471,0.290695,-0.004819,1.3469,-1.187931,1.377247,0.004579,1.3621,0,6.06409,0,65.784114,64.659878,0,65.04277,82.240326,64.219959,65.588595,65.596741,65.474542,55.780041,57.124236,65.784114,87.820774,60.391039,86.08554,50.386965,65.784114,85.368635,87.543788,87.250509,88.065173,74.346232
753,0.626943,1373147136,7151808,37249,0.170103,0.536082,104,2,193,26.298915,1401.756701,2,3.901575,587.040705,2,175.40625,2.833454,87.548436,2,1.13939,33.35989,2,22,-0.256932,0.004004,2,-0.130108,0.00195,0.463918,90,1,2,33,194,0,0,32,1,0.030303,0,0,0.969697,0.030303,0.462256,0.0878,0.613323,0.021075,1.739979,0.343409,1.066936,0.119798,3.812148,20.093814,1.627528,4.312889,0,38.59455,0,51.428571,55.714286,54.285714,52.857143,51.071429,60.357143,60.714286,57.857143,53.928571,54.642857,50.357143,51.428571,55.357143,50.714286,52.857143,53.571429,55,50.714286,57.857143,56.428571,54.285714,49.285714
754,0.565657,100000000,1000000,10000,0.06,0.54,54,2,100,-0.907896,0,2,0.354942,1,2,100,-1.06634,0,2,0.015741,1,2,100,-1.328293,0,2,-0.133308,1,0.46,46,1,2,6,100,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.23307,0,-0.131242,1,-0.990875,0,-0.053925,1,-0.937343,0,0.197557,1,0,0,0,74.814815,88.888889,0,80.740741,81.481481,80.740741,80,80.740741,81.481481,87.407407,84.444444,68.148148,74.814815,61.481481,71.851852,55.555556,68.888889,69.62963,80.740741,66.666667,81.481481,76.296296
755,0.57377,1541050,45325,1295,0.096774,0.5,31,2,37,0.512319,115.629032,2,0.239094,15.970988,2,31,0.10955,88.093548,2,-0.111365,11.714103,2,14,-0.370754,12.322581,2,-0.513638,2.907166,0.5,31,1,2,6,62,0,0,5,1,0.166667,0,0,0.833333,0.166667,-0.219022,49.112903,-0.44255,7.958615,0.215805,112.129032,-0.00575,13.032411,0.384994,115.056452,0.167013,14.810437,0,9.565563,0,76.25,63.75,61.25,76.25,71.25,68.75,68.75,76.25,57.5,67.5,62.5,73.75,72.5,63.75,72.5,50,75,72.5,76.25,78.75,71.25,75
756,0.873418,18643968,388416,7616,0.100629,0.660377,105,2,136,5.72579,5113.836478,2,2.710242,481.941321,2,40.466667,0.954092,558.492797,2,0.627396,72.242346,2,6,-0.823175,0.735849,2,-0.992743,0.267336,0.339623,54,1,2,16,159,0,0,15,1,0.0625,0,0,0.9375,0.0625,-0.207685,10.161132,0.148252,1.947883,0.62317,65.607547,0.733666,6.097142,1.149276,121.132075,0.916663,30.718583,0,29.208283,0,96.888889,94.666667,0,93.333333,97.777778,98.222222,96,96.444444,72.888889,96,96.444444,95.555556,95.111111,92,96,66.666667,94.222222,96.444444,96.444444,93.777778,98.222222,97.333333
757,0.829222,255552,11616,528,0.041667,0.897727,474,24,22,13.985756,10734.181818,24,3.833076,14247.300659,16,17.315789,3.757941,812.104878,16,1.543506,1053.15048,2,2,-1.582755,0.136364,2,-1.513653,0.152942,0.102273,54,1,2,22,528,264,504,19,3,0.045455,0.5,0.043388,0.863636,0.136364,-0.370401,0.700673,0.043772,0.328075,1.947689,1.871577,1.732065,1.750721,8.028463,22.667173,2.740415,36.040113,12.165525,6.360054,12.165525,74.74359,70.897436,0,90.384615,89.102564,90,90.128205,91.153846,90.384615,88.461538,88.461538,89.487179,89.615385,88.461538,89.487179,90.384615,89.615385,90.384615,91.025641,88.461538,90.641026,88.589744
758,0.69697,20151121,300763,4489,0.238806,0.731343,49,67,67,66.97761,88978.074627,67,8.183338,131680.780819,34.5,53,21.92765,18328.496802,34.5,3.951876,27710.016479,2,20,3.307798,19.029851,2,1.885013,37.404944,0.268657,18,1,2,16,67,0,0,14,2,0.0625,0,0,0.875,0.125,4.785982,56.391791,2.105276,289.183622,9.605233,860.977612,3.002554,1614.186356,39.318134,39290.16791,5.769961,59246.861659,45.961941,17.528,45.961941,95.294118,95.294118,0,92.941176,95.294118,95.294118,96.470588,97.647059,23.529412,97.647059,81.176471,95.294118,95.294118,76.470588,94.117647,76.470588,95.294118,94.117647,97.647059,76.470588,98.823529,91.764706
759,0.738462,18974736,287496,4356,0.19697,0.5,33,66,66,27.925031,430533.757576,66,5.184801,1149215.334795,34,41,8.765471,45455.770484,34,2.346361,122247.868951,2,16,-0.829089,1.765937,2,-0.027665,1.246154,0.5,33,1,2,13,66,0,0,11,2,0.076923,0,0,0.846154,0.153846,0.537995,4.530303,0.33303,1.971671,7.590111,11.286241,2.668033,7.528857,9.616249,154.681818,2.875255,146.550297,45.254834,22.702423,45.254834,85,82.5,0,88.75,85,83.75,86.25,98.75,51.25,82.5,63.75,100,98.75,50,96.25,50,100,96.25,98.75,50,97.5,78.75
760,0.766667,359414,21142,961,0.548387,0.870968,27,2,31,14.489616,66.258065,2,3.536425,24.500786,2,10.3125,2.632411,8.878731,2,1.206041,4.935409,2,3,-1.2,0.258065,2,-1.038195,0.018842,0.129032,4,1,2,17,31,25,150,16,1,0.058824,0.806452,0.28463,0.941176,0.058824,-0.007643,0.959677,0.248912,0.881531,1.842432,2.314677,1.343838,1.922566,3.439716,11.576613,1.81189,8.222212,0,9.56186,0,90,85,0,90,90,87.5,90,95,85,87.5,85,90,95,95,92.5,87.5,95,92.5,95,87.5,85,87.5
761,0.569894,2000682159778610,486192505414,63488183,0.002686,0.697632,5715,2,7997,618.075403,1328125.959839,2,21.54202,422019.426957,2,2192.428571,82.69398,77423.038926,2,5.398357,38448.585309,2,189,0.903141,1.127505,2,-0.791664,2.479493,0.302368,2477,1,2,22,8192,0,0,21,1,0.045455,0,0,0.954545,0.045455,4.347868,7.127595,2.028622,14.544784,22.821807,19.630676,4.069238,71.14134,69.61173,986.96814,5.636441,916.298734,0,2661.472235,0,87.592668,89.547862,77.613035,93.653768,93.450102,93.075356,92.342159,93.645621,78.020367,91.087576,81.010183,90.501018,92.399185,85.409369,91.665988,69.775967,85.368635,91.12831,93.507128,91.560081,93.824847,89.710794
762,0.505051,100000000,1000000,10000,0.11,0.55,55,2,100,0.825027,0,2,0.901631,1,2,100,-0.93003,0,2,0.168821,1,2,100,-1.356912,0,2,-0.192621,1,0.45,45,1,2,11,100,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.306744,0,-0.005139,1,-1.166267,0,0.11246,1,-0.848262,0,0.269834,1,0,0,0,77.037037,74.074074,0,71.111111,68.148148,74.074074,73.333333,75.555556,65.925926,62.222222,67.407407,77.037037,74.074074,74.814815,74.814815,55.555556,72.592593,72.592593,75.555556,71.111111,77.037037,67.407407
763,0.461847,3906250000,15625000,62500,0.044,0.5,125,2,250,-1.06141,0,2,0.125437,1,2,250,-1.151656,0,2,-0.015528,1,2,250,-1.264217,0,2,-0.156936,1,0.5,125,1,2,11,250,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.196059,0,-0.081623,1,-1.152479,0,-0.022003,1,-1.085678,0,0.063943,1,0,0,0,75,81.111111,0,78.888889,78.888889,76.111111,75.833333,76.111111,74.166667,72.222222,70,74.722222,76.944444,67.777778,76.944444,50,71.944444,79.166667,77.222222,80.277778,85,72.222222
764,0.824053,900,450,90,0.008889,0.877778,395,5,18,-1.207502,9.5,5,0,5.193902,4,18,-1.207502,9.5,4,0,5.193902,2,18,-1.207502,9.5,2,0,5.193902,0.122222,55,1,2,4,450,0,0,1,3,0.25,0,0,0.25,0.75,-1.207502,9.5,0,5.193902,-1.207502,9.5,0,5.193902,-1.207502,9.5,0,5.193902,1.732051,0,1.732051,91.060606,91.515152,0,91.969697,91.363636,91.818182,91.818182,91.818182,89.242424,88.787879,90.757576,91.212121,91.515152,88.636364,91.363636,88.636364,88.636364,91.060606,91.818182,91.818182,90.30303,90
765,0.793249,950,475,95,0.008421,0.865263,411,5,19,-1.206727,10,5,0,5.483,4,19,-1.206727,10,4,0,5.483,2,19,-1.206727,10,2,0,5.483,0.134737,64,1,2,4,475,0,0,1,3,0.25,0,0,0.25,0.75,-1.206727,10,0,5.483,-1.206727,10,0,5.483,-1.206727,10,0,5.483,1.732051,0,1.732051,92.428571,92,0,94.714286,94,95.428571,95.428571,93.714286,87.857143,93.142857,90.142857,94,94.285714,87.142857,93.857143,87.142857,87.142857,92.857143,93.714286,93.428571,92.714286,92.571429
766,0.521042,62500000000,125000000,250000,0.102,0.524,262,2,500,-0.950421,0,2,0.143933,1,2,499.96,-1.179662,0,2,-0.007395,1,2,499,-1.338492,0,2,-0.138735,1,0.476,238,1,2,51,500,0,0,50,1,0.019608,0,0,0.980392,0.019608,-1.223945,0,-0.066148,1,-1.169165,0,-0.01205,1,-1.147785,0,0.0451,1,0,0.197949,0,79.727891,63.537415,0,61.904762,61.22449,58.503401,60.272109,62.312925,57.687075,54.013605,60.680272,80.136054,82.312925,74.557823,81.496599,52.380952,72.92517,83.129252,83.265306,83.129252,81.904762,65.306122
767,0.797468,950,475,95,0.008421,0.871579,414,5,19,-1.206727,10,5,0,5.483,4,19,-1.206727,10,4,0,5.483,2,19,-1.206727,10,2,0,5.483,0.128421,61,1,2,4,475,0,0,1,3,0.25,0,0,0.25,0.75,-1.206727,10,0,5.483,-1.206727,10,0,5.483,-1.206727,10,0,5.483,1.732051,0,1.732051,92,91.714286,0,93.857143,95,93,93,93.285714,87.714286,92.142857,91,95.285714,94.714286,87.857143,94.142857,87.857143,87.857143,95.571429,93.428571,93.857143,92.571429,91.857143
768,0.545455,100000000,1000000,10000,0.26,0.55,55,2,100,0.911554,0,2,1.203859,1,2,100,-1.021245,0,2,0.113374,1,2,100,-1.375259,0,2,-0.30717,1,0.45,45,1,2,26,100,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.25439,0,-0.015342,1,-1.165688,0,0.061324,1,-1.031665,0,0.15577,1,0,0,0,55.555556,60,0,51.851852,62.962963,57.037037,60,59.259259,58.518519,62.222222,65.925926,55.555556,71.851852,68.888889,67.407407,55.555556,54.814815,73.333333,61.481481,62.962963,70.37037,66.666667
769,0.465863,3906250000,15625000,62500,0.204,0.548,137,2,250,-0.733541,0,2,0.21033,1,2,250,-1.186103,0,2,-0.011618,1,2,250,-1.334145,0,2,-0.166993,1,0.452,113,1,2,51,250,0,0,50,1,0.019608,0,0,0.980392,0.019608,-1.253223,0,-0.068701,1,-1.182884,0,-0.011329,1,-1.132813,0,0.032119,1,0,0,0,81.111111,65.277778,0,62.777778,63.055556,63.055556,61.666667,63.888889,58.333333,57.222222,58.055556,79.166667,83.333333,74.722222,75.833333,55.555556,70.277778,83.055556,79.166667,80.277778,75.555556,66.388889
770,0.983974,1058091912,9121482,61218,0.0112,0.504,315,2,358,61.079333,1967.88,2,6.417627,560.660459,2,141.166667,10.228114,388.348971,2,1.421483,99.451552,2,18,-1.196028,3.55488,2,-0.23091,3.033501,0.496,310,1,2,7,625,0,0,6,1,0.142857,0,0,0.857143,0.142857,-1.193913,5.3568,-0.068476,4.227055,0.576337,25.199552,0.585079,7.618692,16.414266,718.6968,2.494173,150.029911,0,122.509455,0,99.891892,60.648649,0,61.837838,85.837838,62.378378,61.081081,61.513514,67.243243,91.459459,91.459459,100,98.27027,100,99.135135,50.27027,73.621622,98.054054,98.702703,92.324324,98.054054,95.783784
771,0.663551,202176,50544,4212,0.046296,0.555556,60,12,108,-0.766723,54.5,12,0.407766,31.32092,6,73.5,-0.983361,32.862037,6,0.203883,17.033955,2,39,-1.2,11.224074,2,0,2.746991,0.444444,48,1,2,5,108,0,0,2,3,0.2,0,0,0.4,0.6,-1.2,11.224074,0,2.746991,-0.983361,32.862037,0.203883,17.033955,-0.766723,54.5,0.407766,31.32092,5.291503,48.790368,5.291503,72.666667,74,0,72,71.333333,71.333333,72,73.333333,66,66,71.333333,71.333333,66.666667,66.666667,73.333333,56.666667,69.333333,70.666667,72,60.666667,72,65.333333
772,0.511713,2228548608,1114274304,3571392,0.001837,0.555096,1209,2,1958,10.796761,74.359963,2,3.275952,118.875581,2,1364.666667,3.057797,45.745598,2,0.821334,88.629653,2,312,-0.815302,7.961997,2,-0.857874,30.545583,0.444904,969,1,2,4,2178,0,0,3,1,0.25,0,0,0.75,0.25,-0.815302,7.961997,-0.857874,30.545583,-0.808068,54.914835,0.045925,116.467797,10.796761,74.359963,3.275952,118.875581,0,914.094816,0,55.538462,55.6,0,55.876923,55.569231,55.538462,55.538462,55.446154,56.923077,52.030769,53.046154,55.538462,53.569231,52.184615,55.292308,55.538462,54.123077,55.292308,55.446154,53.169231,51.846154,50.276923
773,0.48996,3906250000,15625000,62500,0.104,0.504,126,2,250,-1.068033,0,2,0.229645,1,2,250,-1.219775,0,2,-0.018612,1,2,250,-1.388359,0,2,-0.257954,1,0.496,124,1,2,26,250,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.268042,0,-0.092136,1,-1.222641,0,-0.032298,1,-1.176847,0,0.06022,1,0,0,0,74.444444,82.222222,0,76.944444,79.166667,76.388889,78.055556,78.055556,73.888889,61.944444,57.5,73.611111,72.222222,58.611111,76.944444,50,65.555556,73.055556,76.944444,72.777778,81.388889,69.444444
