@relation all_all_all_all-standard_config_performanceValues-weka.filters.unsupervised.attribute.Remove-R1

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute Dimensionality numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.lazy.IBk numeric

@data
0.936508,16,8,4,0.670443,0.375,0.247796,0.91133,0.140625,0.713718,0.925616,0.15625,0.680957,0.670443,0.375,0.247796,3.796875,0.78867,0.28125,0.448804,0.78867,0.28125,0.448804,0.78867,0.28125,0.448804,0.546875,35,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0.453125,29,0.926378,0.234375,0.511202,243,2,243,64,0,0,0,243,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.670443,0.375,0.247796,0.78867,0.28125,0.448804,0.78867,0.28125,0.448804,0.541379,0.4375,0.037594,0.676847,0.359375,0.26839,0.696552,0.34375,0.298106,0,0,0,0.887685,0.1875,0.632536,83.75
0.457338,13483008,421344,11088,0.73002,0.360544,0.293702,0.73002,0.360544,0.293702,0.73002,0.360544,0.293702,0.749362,0.363946,0.310041,0.047619,0.626918,0.384354,0.254276,0.626918,0.384354,0.254276,0.626918,0.384354,0.254276,0.639456,188,5,154,111.196773,230.520408,5,10.08996,95.414336,5,25.615385,27.332138,40.92708,5,-0.62498,12.609629,5,2,-1.62155,-8.846939,5,-7.323916,0.447533,0.05102,15,0.832664,0.411565,0.297817,0,5,14,294,0,0,13,1,0,0,0,0.928571,0.071429,-0.744492,-2.661565,-3.287915,0.80996,3.047268,0.586054,-0.472436,1.499491,63.785406,89.964286,1.084128,13.624688,0.687595,0.370748,0.172237,0.687595,0.370748,0.172237,0.687595,0.370748,0.172237,0.668358,0.408163,0.268687,0.668358,0.408163,0.268687,0.668358,0.408163,0.268687,0,43.811221,0,0.689597,0.391156,0.295317,61.975309
0.500413,2157796475136,1780360128,1468944,0.494322,0.497525,-0.004122,0.52546,0.485974,0.020644,0.494297,0.505776,-0.011402,0.512786,0.489274,0.015064,0.083333,0.5,0.49505,0,0.5,0.49505,0,0.5,0.49505,0,0.50495,612,2,1212,12.666354,8245.599272,2,3.378216,19788.636065,2,1211.99,11.013298,8189.417136,2,3.236031,19481.352687,2,1211,10.514617,8113.476133,2,3.1877,19223.183969,0.49505,600,0.514707,0.485149,0.022613,1,2,101,1212,0,0,100,1,0.009901,0,0,0.990099,0.009901,10.65807,8168.31018,3.204333,19409.313867,10.767502,8200.085399,3.219434,19489.247888,11.205721,8212.043437,3.256677,19557.169838,0.503799,0.492574,0.005115,0.50188,0.491749,0.006994,0.50479,0.491749,0.007322,0.510779,0.491749,0.010162,0.497602,0.5,-0.007175,0.513909,0.487624,0.017804,0,0.1,0,0.583333,0.416667,0.166653,61.274238
0.43224,28561,2197,169,0.500135,0.498833,0,0.506444,0.498833,0,0.911185,0.097308,0.826999,0.500135,0.498833,0,0.000011,?,?,?,?,?,?,0.805404,0.300254,0.434624,0.501167,513701,10,13,-1.213944,7.006289,10,0.003978,3.744051,10,8.5,-1.287483,4.749439,10,-0.000237,2.430179,10,4,-1.362077,2.4994,10,-0.002336,1.117215,0.000008,8,0.504699,0.498833,0.000005,0,10,11,1025009,0,0,10,1,0,0,0,0.909091,0.090909,-1.360881,2.500174,-0.001753,1.118194,-1.286918,4.744962,-0.000444,2.429438,-1.214133,6.999647,0.000359,3.742355,0.499999,0.498833,0,?,?,?,?,?,?,0.500135,0.498833,0,?,?,?,?,?,?,0,4.743416,0,0.55685,0.505035,0.108529,?
0.239407,320,80,20,0.828456,0.337398,0.495965,0.981059,0.098935,0.853408,0.995866,0.039435,0.941891,0.828456,0.337398,0.495965,0.000695,0.973377,0.097932,0.855035,0.976031,0.092453,0.863146,0.977022,0.089752,0.867121,0.333385,4320,5,0,0,0,5,0,0,3.444444,0,0,0,3.444444,0,0,2,0,0,0,2,0,0,0.025313,328,0.981059,0.098935,0.853408,1,4,9,12958,0,0,0,9,0.111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.858637,0.290168,0.570188,0.942697,0.168236,0.7508,0.966495,0.112749,0.833031,0.858637,0.290168,0.570188,0.935053,0.18722,0.722747,0.942888,0.175876,0.739184,0.881917,0,0.881917,0.995866,0.039435,0.941891,97.50644
0.432243,28561,2197,169,0.499658,0.498828,0,0.50646,0.498828,0,0.911458,0.09709,0.827363,0.499658,0.498828,0,0.000011,?,?,?,?,?,?,?,?,?,0.501172,513701,9,13,-1.213938,7.006269,9,0.003984,3.744039,9,8.5,-1.287479,4.749427,9,-0.00023,2.430172,9,4,-1.362076,2.499396,9,-0.002331,1.117214,0.000017,17,0.505148,0.498828,0,0,9,11,1025000,0,0,10,1,0,0,0,0.909091,0.090909,-1.36088,2.500169,-0.001745,1.118193,-1.286913,4.744957,-0.000435,2.429432,-1.214125,6.999614,0.000364,3.742341,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,4.743416,0,0.556653,0.505086,0.108216,?
0.965482,451239860355256,106575309484,22939154,0.666498,0.053937,0,0.832876,0.100021,0.309379,0.710062,0.041124,0.509277,0.666498,0.053937,0,0.00124,0.809751,0.029552,0.645812,0.869074,0.025625,0.720649,0.866008,0.024799,0.72636,0.946063,4578,2,4802,119.739435,525.800301,2,7.731519,156.579297,2,4520.8,48.007919,204.971169,2,3.373429,61.205474,2,4145,-0.015317,24.482007,2,-0.750783,10.726997,0.053937,261,0.841264,0.10684,0.298884,1,2,6,4839,0,0,5,1,0.166667,0,0,0.833333,0.166667,3.748219,70.393669,-0.282821,12.088756,17.188505,126.855547,2.504863,62.005622,107.677326,378.60648,7.463963,109.922119,0.499042,0.053937,0,0.816195,0.042777,0.559347,0.818539,0.032031,0.621113,0.666498,0.053937,0,0.762209,0.053937,0,0.86053,0.040504,0.55123,0,309.784925,0,0.654408,0.052077,0.403515,94.837819
0.634426,33343158816,347324571,3508329,0.759518,0.239282,0,0.869781,0.200667,0.323711,0.887508,0.14549,0.560878,0.759518,0.239282,0,0.000307,0.8639,0.145612,0.550217,0.863814,0.145101,0.552757,0.863814,0.145101,0.552757,0.760718,37155,41,28523,152.693096,189664.134597,41,11.894659,105604.025423,11.222222,4821.833333,30.359638,31819.974766,11.222222,3.063861,18914.620327,2,16,-0.184269,10.078089,2,-0.316525,2.570973,0.239282,11687,0.891398,0.167131,0.492962,2,2,15,48842,3620,6465,6,9,0.133333,0.074117,0.008824,0.4,0.6,0.423242,31.502211,0.099931,9.936326,4.504454,63.962348,0.998236,208.357531,53.184034,48225.334369,6.401021,31990.020649,0.499972,0.239282,0,0.861097,0.171226,0.465157,0.868764,0.157876,0.516623,0.745182,0.239282,0,0.832942,0.197699,0.34417,0.866051,0.167745,0.480052,12.15296,11611.209643,12.15296,0.71475,0.20638,0.430968,79.331058
0.950614,46673751397000,66676787710,33709195,0.601058,0.512401,0,0.841401,0.308911,0.501406,0.741493,0.366631,0.410921,0.601058,0.512401,0,0.000095,0.949295,0.115603,0.812718,0.95845,0.099027,0.840146,0.961673,0.089189,0.856175,0.487599,283301,7,5827,5.250296,2959.365301,7,1.79025,1559.25487,2.111111,1591.6,1.232895,835.340375,2.111111,0.278606,363.849448,2,67,-1.220239,14.103704,2,-1.181147,7.488242,0.004728,2747,0.830152,0.345623,0.466645,44,7,55,581012,0,0,10,45,0.8,0,0,0.181818,0.818182,0.202902,118.500911,-0.878961,25.019591,1.057716,217.732382,0.558154,85.104476,1.923191,2072.755073,1.177489,541.037353,0.499998,0.512401,0,0.778961,0.329534,0.442977,0.779048,0.329196,0.443675,0.600334,0.496515,0.056048,0.636407,0.479186,0.13922,0.660124,0.463565,0.196718,0.745356,2286.949506,0.745356,0.946049,0.066999,0.892451,?
0.996749,5774493712704643000000,20947656060859248,75990089569,0.836563,0.001355,0.449574,0.938428,0.005305,0.326926,0.866446,0.000927,0.711956,0.836563,0.001355,0.449574,0.000109,0.837867,0.000702,0.774933,0.829739,0.000706,0.775069,0.854046,0.000618,0.799239,0.998273,284315,2,275663,933.397502,94813.859575,2,16.977724,47488.145955,2,262530.766667,139.132406,3163.406973,2,-0.050396,1592.186834,2,32767,-1.29353,-0,2,-8.521944,0.330083,0.001727,492,0.959384,0.022159,0.111886,1,2,31,284807,0,0,30,1,0.032258,0,0,0.967742,0.032258,2.364998,-0,-2.249717,0.732318,25.249506,0,-0.284152,0.976935,210.612024,0,0.601592,1.344265,0.833129,0.000952,0.714561,0.833183,0.000811,0.743215,0.904303,0.00065,0.807567,0.836563,0.001355,0.449574,0.90222,0.000839,0.730137,0.946613,0.000734,0.761326,0,51410.198669,0,0.888923,0.000583,0.819275,99.938436
0.988722,12092640,215940,3660,0.688851,0.235955,0.220998,0.688851,0.235955,0.220998,0.688851,0.235955,0.220998,0.689151,0.205993,0,0.168539,0.695154,0.243446,0.229865,0.695154,0.243446,0.229865,0.695154,0.243446,0.229865,0.794007,212,2,61,16.907154,74.033708,2,-0.882106,15.2005,2,42.886364,5.220642,64.583674,2,-1.763706,9.680522,2,29,0.841243,50.535581,2,-3.120965,6.058104,0.205993,55,0.84497,0.299625,0.371691,1,2,45,267,0,0,44,1,0.022222,0,0,0.977778,0.022222,2.483611,61.580524,-2.26956,7.977934,3.94747,64.810861,-1.660039,9.193586,7.092206,67.440075,-1.240313,11.24156,0.495455,0.205993,0,0.495455,0.205993,0,0.495455,0.205993,0,0.604331,0.243446,0.218982,0.604331,0.243446,0.218982,0.604331,0.243446,0.218982,0,7.791516,0,0.60789,0.299625,0.211459,68.311688
0.496267,193244203606896,52341333588,14025009,0.732631,0.26313,0.471896,0.741456,0.364969,0.23944,0.695458,0.307918,0.381279,0.732631,0.26313,0.471896,0.47374,0.750057,0.250333,0.493548,0.745568,0.251133,0.492,0.745383,0.253532,0.487543,0.542255,2034,2,3749,3751,0.974167,2,61.245408,0.500067,2,100.357545,162.450882,0.08788,2,8.206744,0.158031,2,2,-2.001067,0.000044,2,-31.460527,0.002721,0.457745,1717,0.718025,0.341509,0.295015,1,2,1777,3751,0,0,1776,1,0.000563,0,0,0.999437,0.000563,6.2474,0.006487,2.480086,0.045367,43.170102,0.019995,6.277326,0.107613,144.563219,0.095908,10.5313,0.253003,0.732631,0.26313,0.471896,0.763502,0.250333,0.489171,0.766297,0.243668,0.505251,0.623991,0.388963,0.198918,0.643595,0.38683,0.20699,0.643393,0.389763,0.198795,0,468.388101,0,0.722527,0.270861,0.452792,74.995548
0.891479,33772677656508,75217544892,31898874,0.50835,0.058104,0.009696,0.748028,0.057036,0.075923,0.792357,0.060087,0.172614,0.516717,0.05789,0,0.000305,0.499868,0.05789,0,0.499868,0.05789,0,0.499868,0.05789,0,0.94211,30872,7518,0,0,0,7518,0,0,1562.8,0,0,0,1562.8,0,0,2,0,0,0,2,0,0,0.05789,1897,0.770544,0.110348,0.191865,1,2,10,32769,0,0,0,10,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.499868,0.05789,0,0.499868,0.05789,0,0.499868,0.05789,0,0.714052,0.059599,0.114169,0.768236,0.061583,0.293073,0.747284,0.063322,0.293033,2497.759076,0,2497.759076,0.807789,0.060392,0.442612,94.255189
0.972067,1049760000,5832000,32400,0.952148,0.094444,0.886667,0.952148,0.094444,0.886667,0.952148,0.094444,0.886667,0.8,0.666667,0.2,0.377778,0.952148,0.094444,0.886667,0.952148,0.094444,0.886667,0.952148,0.094444,0.886667,0.166667,30,30,180,43.739752,0.697478,30,4.857274,0.496565,18,180,0.964319,-0.484363,18,0.486219,0.29253,6,180,-1.598238,-0.963753,6,-1.825767,0.005771,0.166667,30,0.985333,0.116667,0.86,0,6,68,180,0,0,66,2,0,0,0,0.970588,0.029412,-1.235912,-0.673413,0.336744,0.255399,-0.791321,-0.586169,0.455792,0.34106,1.338707,-0.476225,0.668129,0.418889,0.5,0.833333,0,0.5,0.833333,0,0.5,0.833333,0,0.844241,0.3,0.64,0.844241,0.3,0.64,0.844241,0.3,0.64,16.970563,0,16.970563,0.746667,0.422222,0.493333,38.75
0.996769,36256875981887808,2628071613648,190495188,0.771454,0.001334,0.344389,0.910395,0.008287,0.231655,0.850293,0.001124,0.666105,0.771454,0.001334,0.344389,0.002177,0.489113,0.001615,0,0.619685,0.001334,0.295959,0.7178,0.000843,0.683807,0.998385,14217,2,13806,459.191776,94536.798174,2,11.341748,47496.696579,2,13470.566667,60.058775,3154.274274,2,-0.272687,1592.83935,2,5425,-1.288693,-0.011058,2,-7.56495,0.326954,0.001615,23,0.862653,0.017346,0.12461,1,2,31,14240,0,0,30,1,0.032258,0,0,0.967742,0.032258,1.541537,-0.00391,-1.852573,0.721001,14.075914,-0.001873,-0.255195,0.971087,93.416424,0.004945,0.629858,1.355431,0.489113,0.001615,0,0.782479,0.001194,0.513747,0.782479,0.001194,0.513747,0.857846,0.001404,0.285302,0.837125,0.001124,0.57841,0.777119,0.001194,0.604056,0,1523.21112,0,0.806579,0.001124,0.635802,99.896931
0.739872,5740560,820080,18224,0.5,0.148936,0,0.5,0.148936,0,0.5,0.148936,0,0.516732,0.153191,0.011105,0.03617,0.5,0.148936,0,0.5,0.148936,0,0.5,0.148936,0,0.851064,400,7,136,30.481411,62.534043,7,5.633491,11.767857,2.571429,105,10.369463,23.461461,2.571429,1.99584,7.115385,2,45,-0.121854,3.281638,2,-0.19116,0.871395,0.148936,70,0.619316,0.302128,0.119525,11,2,17,470,0,0,3,14,0.647059,0,0,0.176471,0.823529,-0.121854,3.281638,-0.19116,0.871395,0.748833,4.568702,0.545188,8.706902,30.481411,62.534043,5.633491,11.767857,0.5,0.148936,0,0.5,0.148936,0,0.5,0.148936,0,0.533625,0.255319,0.027251,0.533625,0.255319,0.027251,0.533625,0.255319,0.027251,1.398586,51.971146,1.398586,0.541607,0.208511,0.091877,78.848921
0.955497,13784658708,56035198,146689,0.913749,0.086162,0.804429,0.913749,0.086162,0.804429,0.913749,0.086162,0.804429,0.811035,0.237598,0.487893,0.015666,0.913749,0.086162,0.804429,0.913749,0.086162,0.804429,0.913749,0.086162,0.804429,0.671018,257,3,383,3.630774,284.799823,3,0.951196,6.76597,3,297,0.757839,70.615598,3,0.014605,1.587624,3,91,-1.187746,4.205843,3,-0.95425,0.033491,0.002611,1,0.946885,0.146214,0.689078,0,3,6,383,0,0,5,1,0,0,0,0.833333,0.166667,-0.880869,7.726516,-0.621001,0.053514,0.637178,16.579115,-0.028982,0.156596,2.456877,160.522921,0.672005,3.837248,0.884803,0.130548,0.710769,0.884803,0.130548,0.710769,0.884803,0.130548,0.710769,0.921096,0.065274,0.850619,0.921096,0.065274,0.850619,0.921096,0.065274,0.850619,0,129.473936,0,0.912174,0.078329,0.823584,96.25
0.514022,81,27,9,0.884853,0.111081,0.774098,0.981641,0.072637,0.852179,0.983781,0.059068,0.880304,0.884853,0.111081,0.774098,0.002804,0.955073,0.076255,0.84501,0.954916,0.076255,0.84501,0.957018,0.072546,0.852093,0.556943,6157,3,0,0,0,3,0,0,2.258065,0,0,0,2.258065,0,0,2,0,0,0,2,0,0,0.443057,4898,0.980496,0.072094,0.853443,23,2,31,11055,0,0,0,31,0.741935,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.893482,0.111081,0.774098,0.952093,0.087381,0.822281,0.95457,0.082858,0.83138,0.82305,0.23763,0.515776,0.871164,0.17621,0.633069,0.905275,0.175305,0.648277,0.444803,0,0.444803,0.984183,0.037178,0.924571,96.928183
0.960606,9542060131278312,966186728562,97811979,0.567882,0.657913,0.107459,0.577866,0.658216,0.106989,0.967402,0.052217,0.93185,0.615055,0.555398,0.22324,0.00202,0.901495,0.222402,0.706529,0.907716,0.201899,0.734727,0.90831,0.190082,0.750041,0.29795,2950,6,9901,1.424756,4335366.971316,6,1.671242,1226815.547512,6,9835.263158,-0.465349,228180.380672,6,-0.239923,64569.993674,6,9663,-1.329883,1.890965,6,-1.127177,0.309389,0.000101,1,0.698691,0.579234,0.247444,0,6,20,9901,0,0,19,1,0,0,0,0.95,0.05,-1.112431,1.949789,-0.699033,0.347428,-0.95769,4.009825,-0.266042,1.005279,-0.005708,4.338087,0.151267,1.146435,0.613415,0.562064,0.214359,0.687441,0.513685,0.277265,0.740517,0.477528,0.335809,0.617995,0.603575,0.150074,0.667917,0.585193,0.175341,0.713801,0.55762,0.240747,0,62.01061,0,0.935679,0.099687,0.869867,92.453594
0.960596,9358049877635520,952279421760,96864960,0.655103,0.550998,0.223926,0.731551,0.567406,0.247519,0.725922,0.423276,0.44686,0.655103,0.550998,0.223926,0.003342,0.728747,0.509268,0.306575,0.720498,0.505925,0.326104,0.711926,0.497417,0.338944,0.298795,2950,5,9844,193.897958,0.011116,5,7.171538,0.013351,5,9523.0625,47.822309,0.00131,5,0.953504,0.00534,5,8304,7.601727,-0.000015,5,-1.883856,0.000954,0.101084,998,0.718399,0.582599,0.229688,0,5,33,9873,0,0,32,1,0,0,0,0.969697,0.030303,10.692875,-0.000001,-0.529067,0.001689,32.232737,0.000012,0.251094,0.004345,52.889393,0.00096,2.372879,0.008791,0.656933,0.556872,0.21568,0.656933,0.556872,0.21568,0.679812,0.552821,0.227801,0.655103,0.550998,0.223926,0.698896,0.550694,0.226808,0.714659,0.548466,0.237137,0,412.292563,0,0.736919,0.402917,0.473041,63.38295
0.434825,4306525017267480,5749699622520,7278100788,0.589137,0.441729,0.157904,0.63603,0.435686,0.126528,0.553423,0.515526,0.10035,0.589137,0.441729,0.157904,0.000491,0.594185,0.431441,0.167406,0.594185,0.431441,0.167406,0.594185,0.431441,0.167406,0.539119,54864,790,101766,1191.686726,165201645.622921,790,22.855582,102640295.983457,66.540541,13358.307692,105.723586,16887087.022348,66.540541,3.409376,10872054.15436,1,7,-0.347372,0.197836,1,-0.876746,0.930472,0.111599,11357,0.653859,0.431785,0.168399,9,3,50,101766,0,0,13,37,0.18,0,0,0.26,0.74,-0.090564,0.987648,0.585211,1.356334,1.744989,4.395987,1.316415,2.985108,13.361372,29.558743,3.088603,13.900964,0.546141,0.460124,0.035348,0.57511,0.462699,0.068922,0.569689,0.467533,0.065644,0.581525,0.450681,0.085466,0.592973,0.453305,0.088442,0.604097,0.439292,0.110083,206.932704,33105.123235,206.932704,0.537207,0.541762,0.068905,45.915613
0.454626,20945088,1309068,21114,0.711099,0.841836,0.077917,0.981633,0.266726,0.718897,0.935519,0.256487,0.730155,0.711099,0.841836,0.077917,0.003001,0.925771,0.348455,0.632103,0.925459,0.346161,0.634576,0.925227,0.341395,0.639664,0.088791,503,102,207,0.843135,53.374404,102,0.929145,37.268208,13.6,106,-0.0445,28.254634,13.6,0.65366,19.188959,2,5,-0.932136,3.134863,2,0.378174,1.10971,0.000177,1,0.975917,0.266549,0.719234,12,102,17,5665,0,0,2,15,0.705882,0,0,0.117647,0.882353,-0.932136,3.134863,0.378174,1.10971,-0.0445,28.254634,0.65366,19.188959,0.843135,53.374404,0.929145,37.268208,0.837193,0.743513,0.209319,0.855701,0.533274,0.43646,0.852665,0.514916,0.456287,0.721736,0.840777,0.079355,0.854523,0.684554,0.263143,0.881987,0.543336,0.422786,29.004433,142.83557,29.004433,0.863834,0.267785,0.718668,75.724052
0.810761,4058916576,33269808,126984,0.5,0.422222,0,0.5,0.422222,0,0.5,0.422222,0,0.685694,0.324074,0.261188,0.074074,0.5,0.422222,0,0.5,0.422222,0,0.5,0.422222,0,0.577778,312,429,262,137.577338,37287.531481,429,11.529525,8728.998307,39.590909,59.277778,10.368503,2198.883738,39.590909,1.192745,506.960278,1,4,-1.751947,0.038144,1,-1.948854,0.193354,0.422222,228,0.772197,0.307407,0.367699,4,2,40,540,263,999,18,22,0.1,0.487037,0.04625,0.45,0.55,0.376651,2.129278,-0.184596,1.095676,1.464911,32.837314,0.415206,4.758435,5.481462,61.366191,1.306231,8.302573,0.524045,0.416667,0.027097,0.524045,0.416667,0.027097,0.524045,0.416667,0.027097,0.667855,0.385185,0.188486,0.667855,0.385185,0.188486,0.667855,0.385185,0.188486,107.53589,61.977041,107.53589,0.669787,0.309259,0.348843,71.320755
0.998211,7118392320,60840960,475320,0.80591,0.550787,0.290009,0.999938,0.001431,0.998253,1,0,1,0.80591,0.550787,0.290009,0.012518,0.998494,0.002504,0.996942,0.998494,0.002504,0.996942,0.998494,0.002504,0.996942,0.243205,680,57,2796,88.427608,1398.5,57,6.527731,807.280001,24.333333,142.53125,5.185923,46.428731,24.333333,1.271225,27.703245,6,1,-1.2,0.3,6,0,0,0.097997,274,0.984527,0.048283,0.940945,0,6,35,2796,2795,68100,32,3,0,0.999642,0.695892,0.914286,0.085714,-0.551036,1.191176,0.404452,0.925348,-0.245994,3.008203,0.718929,2.349033,3.157627,4.151882,1.793287,2.91493,1,0,1,1,0,1,1,0,1,0.756685,0.629828,0.188129,0.8058,0.575465,0.264519,0.865556,0.457082,0.42328,28.360771,486.276702,28.360771,0.534386,0.767883,0.071435,22.839952
0.472946,206448,12144,552,0.539565,0.412,0.057812,0.539565,0.412,0.057812,0.539565,0.412,0.057812,0.568998,0.39,0.132871,0.026,0.512065,0.432,0.017825,0.512065,0.432,0.017825,0.512065,0.432,0.017825,0.58,290,24,17,-0.582089,3.5286,24,-1.164765,2.005364,13.083333,17,-0.582089,3.5286,13.083333,-1.164765,2.005364,2,17,-0.582089,3.5286,2,-1.164765,2.005364,0.42,210,0.592406,0.396,0.15845,1,2,13,500,401,835,1,12,0.076923,0.802,0.128462,0.076923,0.923077,-0.582089,3.5286,-1.164765,2.005364,-0.582089,3.5286,-1.164765,2.005364,-0.582089,3.5286,-1.164765,2.005364,0.543432,0.412,0.099965,0.543432,0.412,0.099965,0.543432,0.412,0.099965,0.531318,0.446,0.069282,0.531318,0.446,0.069282,0.531318,0.446,0.069282,7.549333,0,7.549333,0.534351,0.442,0.077629,53.783784
0.568841,2310,462,77,0.560154,0.277978,0.104463,0.560154,0.277978,0.104463,0.560154,0.277978,0.104463,0.63618,0.285199,0.292888,0.036101,0.546769,0.292419,0.140904,0.546769,0.292419,0.140904,0.546769,0.292419,0.140904,0.707581,196,11,?,?,?,11,?,?,4.3,?,?,?,4.3,?,?,2,?,?,?,2,?,?,0.292419,81,0.720985,0.249097,0.35856,4,2,10,277,0,0,0,10,0.4,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,0.562264,0.296029,0.102639,0.562264,0.296029,0.102639,0.562264,0.296029,0.102639,0.532439,0.386282,0.027815,0.532439,0.386282,0.027815,0.532439,0.386282,0.027815,2.983287,?,2.983287,0.613284,0.270758,0.244463,72.25
